Sample,PLASMA01,PLASMA02,PLASMA03,PLASMA05,PLASMA06,PLASMA07,QC1,QC2,QC3,QC4,QC5,QC6,SERUM01,SERUM02,SERUM03,SERUM04,SERUM05,SERUM06,WB01,WB02,WB03,WB04,WB05,WB06
Label,Plasma,Plasma,Plasma,Plasma,Plasma,Plasma,QC,QC,QC,QC,QC,QC,Serum,Serum,Serum,Serum,Serum,Serum,whole_blood,whole_blood,whole_blood,whole_blood,whole_blood,whole_blood
262.2013__103.9,2313062.79928,2572987.67506,3116100.15964,3117204.51314,2541937.56226,1941108.86977,8944060.80994,8947256.27935,8908930.79388,8757703.6898,9123699.15853,8276724.47303,5895775.45643,5018453.24761,5416367.77051,4855746.91222,5465087.14272,5884114.00524,2022253.93504,2371094.28041,2415742.20392,2204397.97164,1845767.16981,2991310.41086
262.2013__66.16,915309.95024,1019367.54077,1313679.01737,1766656.47064,961155.52272,807016.34062,3659767.17339,3656621.94749,3629129.91351,3601967.43074,3607806.26279,3860183.76308,2440505.20376,2079226.36909,2050156.79941,1970322.16337,2071887.3412,2363760.83642,1084887.9434,1102288.01956,1015526.47473,1014158.31013,440516.2022,1413690.15254
262.7582__38.3,NA,NA,NA,NA,NA,13440.48959,NA,20220.80779,NA,14437.00042,17918.85185,NA,NA,NA,NA,NA,NA,362379.13949,932399.90526,1143934.75009,1298945.60798,1127550.98382,964511.27986,718087.44758
263.0696__59.79,NA,NA,NA,NA,NA,NA,1457529.30091,1343053.10199,1390453.50066,1308613.78911,1540215.4064,1398806.93428,NA,102535.8213,NA,NA,NA,NA,4282037.28916,2533198.10456,2418345.28929,509408.30679,9432163.37041,2951207.25222
263.0697__84.44,NA,NA,NA,NA,NA,NA,2238223.09575,1530240.46425,2040392.10521,1642583.13605,1594437.80892,1669205.44965,NA,NA,NA,NA,9196.78961,NA,4538144.00933,2939681.01507,2899301.90708,1683370.76296,10997925.79476,3206266.13624
263.1388__50.77,NA,NA,NA,11982.84283,NA,NA,32814.87904,41303.35081,126699.82923,102544.149,76910.02099,51452.36329,252347.71261,221499.26349,226012.82659,244815.08092,NA,NA,399849.00374,637879.82791,3037856.02385,477723.64227,758592.28965,2656909.68205
263.6584__32.64,NA,NA,NA,NA,NA,NA,118091.59382,135955.82652,133841.27049,179195.7499,173172.92999,173943.64301,NA,NA,NA,NA,NA,NA,37773.78477,1705875.0697,301801.5535,143694.65452,6818.03283,12295.49354
265.0231__44.12,5027974.25386,5355817.93117,5654696.45442,4972019.92366,4641450.87898,5422747.92237,5113866.28728,4412935.61844,4432844.09371,4153560.99188,4457479.96318,4766811.27329,3094951.15043,3579588.29928,2422161.38349,2668920.41226,2735657.60383,2791163.66004,1772362.65279,2854571.09496,1717430.78065,3346639.84795,2136394.61286,3252955.96417
266.0164__34.94,5090306.48073,6706264.90604,5405137.26603,6243597.65808,5487715.85893,6875802.48932,7286953.01763,7105714.86407,6960692.34537,6780021.52414,6928933.77774,7241384.60529,13583.60683,5637.76261,20605.94514,NA,529140.53524,NA,12269402.25726,14396623.60914,14040851.22728,17362125.47578,15494063.75806,14234157.41045
266.9665__55.04,NA,NA,NA,NA,NA,NA,61889.73722,119682.7822,296393.78026,1440247.63507,1978552.37106,2124936.85674,NA,NA,NA,NA,NA,NA,3035588.74208,3882632.43418,4252986.5178,4422592.74683,6827409.18359,6154919.61039
267.0587__42.61,2129210.8769,2101700.8165,2143497.33777,2499188.00726,2465898.92492,2370833.21737,2276767.78546,2355900.45761,2392793.67417,2541246.54826,2507638.83111,2112814.56878,4278958.53771,3933527.80583,4615867.39306,3850370.01517,4026614.86613,4170607.86533,1090317.87174,647293.39148,1035966.83929,936379.76392,1117742.62384,1023346.5498
267.952__24.13,1072904.08711,970631.18088,765089.07636,365180.02134,1581543.18127,707919.46427,495848.66583,716865.40826,717918.57952,741571.95865,812053.3614,758644.77552,744238.36008,58116.23717,1526856.13442,575499.79519,1501225.76901,472112.96685,618395.59116,583091.66402,1005177.04204,542032.43065,669363.97925,989541.01166
268.8467__38.24,1462454.93322,1451989.38711,1446326.10945,1762813.84294,1551300.42387,1296697.41325,1678765.05828,1788256.45346,1914957.76971,1808723.9417,1924966.03597,1848444.89539,9911502.04175,9777346.95003,10188780.62624,9732714.47433,9497472.65474,10048467.87437,849497.64081,2518335.22264,469245.18992,2183473.10249,1108144.96719,2913835.2077
269.1608__43.85,775071.74238,NA,76509.24159,NA,NA,NA,2825469.78747,2369960.56419,2763808.24716,2824255.14377,3049694.25411,2550781.78329,755002.93065,16583.96318,53360.70256,NA,NA,803056.5206,6939496.65932,13277536.51931,9503042.35914,3882204.33176,3941129.39726,5807359.45714
269.9936__39.18,223634.94613,269511.46063,35926.20374,221659.51312,198109.4931,22203.27871,282329.12673,231855.39653,156680.70384,192084.72109,64732.86761,127599.36518,1190463.30319,1434234.75107,852872.77896,1085001.17582,1298183.2087,963473.88378,NA,NA,NA,NA,NA,NA
270.7977__38.2,3702901.60976,3423832.22963,4114513.44917,3940373.32897,4190322.40126,3895982.32607,6807547.71991,6549017.1554,6743686.14373,6657585.50072,6636455.80197,6726135.20604,828415.25894,895069.15951,1006102.97758,769821.7453,5714468.1211,6139682.06372,2872407.71543,2362167.89574,2494546.11629,2437004.02638,2941517.41531,3220325.31137
272.7948__38.21,5327016.75804,4843051.28201,5423217.51407,5514508.94085,5924924.76343,5157026.36271,9239913.37747,9173014.65833,9189999.83178,9626365.95161,9091570.09481,9143946.2069,8056603.75506,9021244.95691,8484526.21227,8164772.80241,7965257.99339,8539951.30004,3766317.43937,3127447.9967,3463173.09681,3171704.0185,3945934.56297,4671579.3705
273.9547__38.68,34642103.08625,35592948.65032,35608909.69577,35500780.99663,33910619.31366,33643597.68145,831466.98488,752489.45917,799933.13865,844182.65415,884976.58439,848397.55917,1437388.75109,755002.24717,1680322.79464,1253664.49588,923424.33305,835167.73649,1397736.68492,1942569.65339,1299323.73235,522354.32029,1409499.19258,1922518.10847
274.1874__42.42,NA,NA,NA,NA,NA,NA,4673263.41694,4740455.46257,5346582.45286,5132145.57608,5236283.55792,5062359.63751,NA,231771.6203,1531271.20423,1121329.92162,283834.56118,1214709.53554,4945908.48801,889533.40311,17342672.27508,8917793.06467,3074272.69608,3453666.442
275.9945__39.38,NA,NA,NA,1915964.27756,1383217.84789,NA,NA,NA,NA,NA,NA,NA,1126505.08656,709790.34151,2161210.97454,2466032.36121,768246.71674,722954.25189,341719.13754,370553.6503,386298.43823,783529.34105,385095.35639,555960.67641
276.1443__48.81,4344576.69812,3734271.08287,3444936.48826,2532740.22918,3361436.57808,4018639.14666,3353265.4446,5194231.24877,5293988.56366,5591786.56181,5604292.10455,3615116.28686,2541467.59827,1889178.40882,1737013.96582,1294623.5847,1462017.50152,1814918.99074,5206398.65778,2900356.88228,5933673.12036,4867483.14769,5849622.65946,7209947.43749
276.8782__38.24,1384049.59295,1308806.67057,1258961.79817,587846.02054,1405816.63012,1315007.87095,1376250.95957,1306002.4328,1155449.64064,1246300.79535,1166811.78289,1200201.55788,5461659.74728,812948.1145,5969164.31975,5812540.15912,5684562.35647,5347063.33732,70570.03888,17078.84007,39120.85745,17280.16587,64652.58818,33227.22745
276.8967__27.77,925243.72337,1900151.57292,1961371.49089,779748.02293,1444213.59609,710049.14351,1049386.47839,1135458.71368,528821.80026,973136.76661,1842860.19644,440279.14571,56445.7956,1308923.32466,1088598.67058,1239661.56504,2160480.07951,1444709.40178,1826829.02379,1978063.69591,780942.6551,1030869.93789,884080.06229,1041220.30626
277.0199__40.6,712993.5901,1717450.43895,1023346.81489,2348503.23568,1038772.9306,2523864.83154,677158.29633,632655.486,854777.43895,681669.15801,780780.77337,701129.63541,692592.80068,2646904.35469,297144.36479,7455764.73107,3175230.81505,285700.29921,2029306.76107,686115.91232,2673787.6499,1263456.96546,2099298.8846,2212226.57027
277.9477__34.77,1451325.96457,1446940.57727,1221588.92417,1568081.63073,1280356.15856,1294638.85948,738691.96353,539765.67727,486794.2765,579260.42719,442692.04985,513807.7259,NA,NA,NA,NA,NA,NA,663524.64405,167880.76645,314792.83735,290437.99371,452397.3662,309969.73627
278.8934__37.53,6004024.38172,5883736.33455,5547313.68798,6132131.22244,5806289.63647,5331396.47049,4356387.91591,3863551.5245,3867292.98382,4206325.29748,3765445.48718,3232821.67481,687981.96793,154538.08939,737044.31932,742179.56381,529571.08069,749071.32425,1301553.77475,632345.2051,370377.82458,491485.01067,636023.33877,480321.60293
279.0564__41.43,3681502.72416,3947970.97459,3533993.87661,1572828.41362,3944895.53365,3974718.62532,3756098.97421,4096123.1987,4057968.12399,3457615.70996,2826939.42001,2885658.53504,4376042.89355,5080499.35965,3233324.58364,5179129.74997,NA,NA,1689816.59295,2597906.23582,3274560.58647,3156959.96685,2979430.69209,2481326.83311
279.1009__95.9,2064609.89841,1192950.11301,1160479.24871,1756961.64391,1019723.04293,883608.89407,1314667.82167,1142820.89008,1120638.61502,1107198.18901,1140109.32195,1148726.74951,2482783.20769,1912822.4369,1434341.85034,1642003.65269,2606301.73287,1299702.35265,NA,NA,NA,NA,3526.24621,NA
279.101__66.52,2169538.45941,1347321.1904,1287591.67753,2058037.3837,1120915.96622,999435.81728,1227436.43381,1245265.22643,1230553.68168,1283821.34252,1202673.77428,1220280.33564,2403032.12913,1598578.80398,1376560.89587,1600934.30843,2420942.34491,1231521.46933,5897.38661,11910.43382,NA,NA,NA,NA
280.0921__38.31,17724590.64334,17306269.93741,9756347.46821,19008863.91754,12861276.04932,12765953.54102,41500911.70028,41564862.73099,41826893.2489,41167293.83421,43399821.43251,44055802.53394,38485558.31286,36103350.65268,775325.80656,30361351.04304,41038759.90759,720999.49157,38288620.93193,41545749.18618,28791703.63224,29393965.41201,32458220.64341,33882551.64847
280.9836__11.14,101546.75765,908701.92878,351179.62423,436279.78283,521214.36304,35365.44938,493914.49732,493846.98385,509453.1038,633405.85626,508901.66787,500515.47372,531467.4931,487390.61128,895586.08175,419858.64151,546101.84015,497847.64448,538355.88746,553004.58357,547935.65737,531748.82027,500704.71907,532543.73846
280.9932__37.46,1758994.93419,1685076.37256,1692380.97905,1763260.93782,1691683.47619,1553085.36457,1290629.5797,3119954.33719,1299676.51602,1182303.62977,3451725.21194,1122693.35089,2961059.02971,3709319.25564,3271162.62372,3103384.02496,3389364.74667,2865116.69293,28319059.12086,3207353.68629,2188170.89118,2300496.09067,2462428.15835,2474122.46732
281.9946__34.78,3267100.37272,2291473.85157,1903927.3215,4233933.07145,3794101.36769,2596015.70861,3069848.63643,3629299.58841,3045030.47157,2915923.5507,2798337.40343,3126383.22662,NA,NA,NA,NA,NA,NA,4107465.21173,3970442.56285,3985938.75694,4099753.24472,4070206.51518,4126424.73451
282.1197__42.82,4221433.15101,4212119.55955,3253841.14874,4209066.86139,5258599.09357,4259472.94336,613474.96233,1616053.20327,1586739.2921,1428674.96383,1625032.44123,1471020.16211,3028500.06512,2762871.41952,2073511.85121,2282764.52982,2932935.19355,3192746.34962,NA,95507.38159,NA,NA,NA,NA
282.9805__46.09,NA,19202.57772,31914.16746,12378.75313,12169.5728,NA,53578.25944,34940.03449,34200.43672,38512.87015,54709.55916,24956.52879,398026.04431,538460.80225,509053.91221,449039.30155,438451.41761,512670.71961,NA,NA,NA,NA,38626.48738,NA
283.0262__34.77,242948.38885,171607.30292,217899.82013,413725.08909,300803.9006,348265.92307,703091.41024,686616.65809,642865.87921,654831.66463,924135.41782,823958.41836,NA,5880.49376,5723.71546,NA,NA,413324.31112,851488.87078,1055153.3723,1262050.68156,1534418.59247,1190271.14199,1355564.05693
283.1628__40.97,1150674.65866,1185737.53166,6483217.39791,951374.6955,972418.09611,1052433.4583,20345035.04357,19896997.83106,19168614.44282,19990280.33137,19668382.41621,20095896.28185,33226818.98657,26190766.05747,13574020.69042,51030604.83761,4166143.833,796113.32655,7154332.64045,2096089.60894,3741026.10017,5462133.45094,272151.47362,32738.19927
284.0214__38.02,NA,1287460.34292,NA,NA,2128237.29815,1196380.4517,1519733.91406,1388895.42062,1295350.78774,1403208.36363,1388911.63468,1400819.40676,1746885.90077,1393892.10508,1126633.62625,1916953.94111,1747566.12898,1874569.45617,1999406.09678,3420408.62584,4271530.47285,2388449.39366,1560612.43527,1830059.39281
284.8209__38.28,340786.44999,1315086.74784,542733.61519,1315815.79183,1274352.47416,1307854.99588,1731909.61944,1751268.72761,1721748.47556,1871127.17891,1502814.21507,1635259.8012,2329902.99491,1167792.18241,1161179.57857,926082.81628,1128174.43405,982840.2987,782581.241,1722845.07335,607769.40469,495964.02601,634113.24584,643767.3447
285.9417__39.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2247839.76008,1381764.40217,1593010.0194,2476213.81112,1260966.50013,1513776.82199,NA,NA,NA,NA,NA,NA
286.7717__38.27,1688281.3883,1876030.69705,1940905.77688,1723526.63006,1663470.20601,1879183.32835,3557729.36499,3292381.33682,3340147.89058,3580060.27017,3510913.59654,3536783.27505,159683.14285,187519.41747,125548.34643,124875.10378,716304.63938,569478.61298,4441279.19198,3850271.42157,4552192.30794,4144010.70765,4732038.06148,4747855.95676
288.203__50.03,17475.42802,NA,NA,NA,NA,NA,4604429.79408,4291016.58325,4744820.21213,4675608.57678,4595494.13673,4718781.14287,259340.91584,276091.83811,39746.79743,267363.3349,329916.22734,359390.20754,14898004.93908,16124779.41832,13068884.36258,4677134.6135,7188652.58143,12214849.78534
288.2031__81,35836.29826,NA,NA,NA,NA,NA,2090431.72665,1936708.18812,2452433.9686,2347677.38495,2853568.40844,2097151.06532,4815.35496,NA,6457.38171,NA,NA,NA,4595931.65512,15526595.11826,13591357.69398,2159851.999,2469728.45419,4323557.08611
288.922__38.29,2304617.78109,2530857.53734,2749644.62382,2361317.98311,2437946.18428,2635838.23041,5100109.30054,5190085.68651,5112835.06622,5022506.84498,5190946.32786,5179335.91376,1111215.7203,1392923.45106,1227754.24212,1066516.15963,858496.32021,1088626.44053,6348734.85838,5614163.04075,6344320.72259,5978805.98132,6949327.33045,6620187.29986
289.0406__42.04,345893.55594,359985.41686,563311.81769,257553.6264,807182.26179,467729.55497,719751.75151,645354.76313,697848.53945,645669.29508,627368.80748,378358.78996,2152954.28064,1787883.81536,2639663.60237,2246621.61637,1883994.27558,2285126.10155,30854.73153,4753365.74573,74577.51773,35153.32762,45963.66765,117213.23476
289.936__39.61,NA,NA,17843.52016,40060.11124,NA,NA,1154973.1335,989127.63827,1017888.39351,827744.8959,1095946.1666,1019578.22482,1139050.87042,916320.95206,1739105.55327,815281.59275,737472.95132,1483200.53343,2217377.02892,1735331.76889,1826180.33686,1654721.98892,2750612.35808,2184560.96609
290.8551__38.32,1677457.48444,1739556.73747,1455099.92391,1714800.95205,1272536.26214,1645115.13841,2573603.2565,2249048.1124,2511114.42051,2599928.48901,2694136.19291,2562165.53831,1222590.53831,1151987.15461,859787.87928,1015528.99057,869915.64183,931456.70049,649918.43583,3078707.99787,531096.83722,3071716.83227,539091.46895,3861597.57143
290.9808__43.12,833676.11645,970615.00468,740333.75415,1233919.52227,772197.08484,919892.94785,6477710.61702,6657185.88036,6723134.46404,5966492.62773,809860.85866,6688674.78095,23038948.49264,9831856.80249,3017329.8321,4432952.91743,16793451.73097,7073206.68256,3846893.68252,4764271.48718,5310970.90152,8637333.82399,2273473.88001,1896831.04916
292.1839__60.74,NA,NA,NA,NA,NA,NA,2310619.60415,214465.90515,2676790.53558,19557.65618,2270446.63905,2180362.26326,NA,NA,NA,NA,1347026.9774,111382.64281,70580.94552,1303843.666,240966.89553,7669.68827,230413.67159,NA
292.198__42.38,4429696.53805,1505356.14329,1522221.40932,6613355.47504,5092753.43226,2716183.29345,3039907.33138,3535878.82261,3323728.86633,3881382.10596,3698361.49531,3608174.04412,2264977.38808,906043.96511,NA,2239260.98776,1651290.30079,626765.68852,1106496.47763,1066354.7459,522880.34033,882707.28406,NA,1670946.70197
292.2118__50.92,925870.16285,1261013.53313,1191294.37059,1358562.22295,681178.96865,856162.39619,3538793.24096,3219076.86281,3251983.45192,3526975.26709,3078824.02107,3074426.26053,5839741.78727,5279095.18995,5299078.06013,2199129.42504,2131373.82298,5934856.55628,1043772.36772,1124170.66901,1102884.24869,918069.48185,942892.6019,1268904.77545
292.2118__87.72,1905921.11778,847087.50699,2806520.27237,2650399.83649,2034282.55113,1841680.97273,7211685.22899,7521112.81431,4783611.17684,7129423.08939,6953617.68095,7106842.04151,4801487.49352,1199196.27429,4232339.89351,3999022.28629,1476163.18652,4528682.41994,1943785.73411,2031565.77731,2070621.66316,1654110.26053,1599357.27921,2560302.4859
293.0452__45.76,NA,6596618.96098,NA,NA,NA,12705.23256,NA,346963.59399,NA,386445.78034,498828.4041,396309.49935,758778.60414,1341445.1932,1299648.07494,1226794.83428,1109574.73199,1250042.01381,NA,5034218.77097,NA,6154967.11499,5399844.63713,5375198.48591
293.0635__39.77,91000.78724,368878.04555,74218.32657,167474.0934,79018.7266,680608.7632,606949.69322,734454.2409,635761.10397,711343.91707,557360.75312,726134.2068,NA,NA,NA,NA,28128.35379,17515.74881,1541162.55995,1803695.72097,1531313.27693,2542048.06266,1462928.0265,1536046.84932
294.1546__61.22,2166390.13111,1352672.97803,1594646.19607,1621868.78388,1523920.27385,1940162.85051,2102968.24081,2119909.4402,2180127.8522,2312204.25503,2278210.95644,2134122.38169,3048981.4003,2004101.84346,2356349.18726,1839124.94128,2544849.46773,1852181.42199,1808552.66856,1001629.59005,1167541.1555,867611.4091,1277030.83612,1370277.91506
294.1547__85.09,1363320.98277,998049.3414,911950.83747,261229.5157,782085.45008,985896.1512,1085392.83194,1224517.25565,1335939.44289,1331157.92563,1280938.59307,1367287.4347,2138504.92989,1369280.59634,1718997.29412,789191.54512,1369738.26471,1249449.36986,860623.41005,6959606.40904,429274.39752,298025.54145,432803.64556,474569.21148
294.8673__37.66,2329041.43658,2352019.52562,2269444.04492,2373422.15278,2287162.79111,2358275.62674,1576720.98971,1842559.12743,1779733.30045,1886944.06264,1937467.22231,1735454.28414,898461.17719,989900.96659,1189408.28436,937911.14487,862668.88794,991445.26646,1892330.63888,1504414.98252,1436434.31967,1367509.63455,1506212.75249,1511534.24634
295.1024__44.21,15496974.88283,18984743.39981,19687083.23549,18169569.8203,17744628.34921,18778417.48595,9730943.79487,10737732.9761,13429934.56869,12063273.78906,12954588.46047,13379919.13828,NA,NA,NA,NA,NA,NA,15478709.58905,14700902.80075,16086388.02963,16698996.17772,13863362.54878,2529916.81034
296.0661__38.34,18571308.95338,19788494.69462,11310035.10274,19842711.51547,13055964.68209,15193927.65541,51991734.30359,50381361.88554,51950354.29783,52009870.5738,54715934.87887,56214423.74523,10284700.15945,12773234.47692,10872308.00144,11669630.52052,11245506.28409,9897087.29861,69977609.07761,75761351.34326,54616013.71951,59772889.91969,66107323.79095,65206357.19712
296.821__38.22,1017390.72601,1179581.23273,465176.15449,1096232.25293,1180435.67167,710313.87708,1704449.55743,1758365.15634,620801.48834,1619803.72876,1843921.21654,1822956.20166,NA,NA,NA,NA,NA,NA,2172365.77468,1970570.934,1979684.18635,1893272.56102,2176229.49984,2117582.69052
298.1873__36.4,NA,NA,NA,NA,NA,NA,32587.36832,14261.12595,74389.18404,93828.02778,67956.36956,31418.53313,667578.95153,613860.16052,568740.09444,603618.92379,535192.72973,601973.15898,139942.60725,NA,192004.04988,41645.43402,146422.49916,20347.64305
298.7976__38.37,1241551.90586,1488065.2337,1456728.13458,1155777.17521,1187161.73065,1257548.20663,1928270.52015,2047600.52118,1962439.02078,2097929.40318,1806172.98341,1974090.00179,942004.33135,181450.69931,NA,NA,24587.43724,124325.16389,2431285.92973,2111062.64959,2178485.28937,1963168.18041,2429147.1887,2250860.29022
300.795__38.28,494889.17654,579239.07036,529057.06825,592080.04625,520885.71347,341491.55207,137033.05186,579120.13998,735526.03184,428142.32059,697156.16084,617710.5922,NA,NA,NA,NA,NA,NA,978715.19578,772550.10824,717875.66625,748616.98145,883279.08325,743046.84182
301.1734__40.16,6728623.93869,3449432.28883,2585718.24787,8334719.17254,5220970.69953,4692550.35743,4446223.30144,4477455.64585,4305897.51418,4440036.33005,4151734.96574,4137206.10997,11101102.90229,4830123.45092,3893487.32903,7159707.20315,11430712.67205,8124934.48974,1948351.46521,144900.10824,842161.10245,1303255.0291,758813.13967,1083730.76269
301.9568__43.4,NA,NA,NA,NA,NA,NA,111442.91764,64090.51839,NA,22300.93135,216181.32205,134888.1605,709596.97374,655083.48604,531374.6137,472032.49897,430842.92483,345446.92095,NA,NA,24181.25967,NA,NA,NA
302.7456__38.22,386728.17648,714162.25072,640556.42989,387995.57698,829155.26845,631606.52366,920270.70074,1016504.94145,1030199.35804,1106707.56261,1035320.70479,1046368.43239,NA,NA,NA,NA,NA,NA,4257715.75256,4202102.11303,5116458.77547,4353087.07615,4903252.4623,4599499.59557
303.1451__58.4,65868.33326,NA,250687.30425,NA,NA,NA,417314.94665,455183.46475,460863.72583,512221.39948,492913.12861,485045.15558,NA,12116.89353,115569.68945,27799.11904,4824.98219,21269.48562,1058581.33686,3040372.87263,1544307.17323,495928.87434,607029.2094,1038703.25638
303.9128__39.68,18357.18616,NA,NA,NA,NA,NA,582507.26006,622116.45815,372689.66334,580410.8097,724471.74615,677083.53146,NA,NA,NA,NA,NA,NA,5354281.70257,3661727.66807,5250292.55092,4022046.32304,6050904.69827,5099482.22857
304.7428__38.27,641336.86933,607816.13716,730376.37343,628351.55352,546685.27251,704941.40409,1771897.16805,1521244.15047,1610838.3194,1696263.12972,1534851.44609,1436650.61054,NA,NA,NA,NA,NA,NA,6629310.80033,6623163.35706,7582455.3263,6759030.01769,7376804.08284,6945582.88164
